year,inflation,Trade_to_GDP,population,iso3c
2008,11.30510988,53.4175326647807,15228525,NER
2009,0.582906591,67.1779715254035,15813913,NER
2010,0.804073081,71.2901875022508,16425578,NER
2011,2.94238514,68.6892043369144,17064636,NER
2012,0.45508982,61.2205313152301,17731634,NER
2013,2.298521698,61.716259172383,18426372,NER
2014,-0.92454472,60.2958884937534,19148219,NER
2015,1.006885086,58.8494148550766,19896965,NER
2016,0.170799497,49.3710020143532,20672987,NER
2017,,49.5873415673116,21477348,NER
1960,5.444327362,26.1665128655299,45137812,NGA
1961,6.279147235,25.4850104101599,46062905,NGA
1962,5.265632346,21.8295007769522,47029140,NGA
1963,-2.694655352,22.316463022773,48032246,NGA
1964,0.856793146,24.6153225165378,49066059,NGA
1965,4.103458738,26.9107027954529,50127214,NGA
1966,9.690346084,25.0362812788601,51217359,NGA
1967,-3.726336765,28.4884033794328,52341834,NGA
1968,-0.476059059,25.6635262449529,53505978,NGA
1969,10.1559792,26.8211361526125,54716735,NGA
1970,13.75707992,19.6205992300396,55981400,NGA
1971,15.99911485,24.4636351369586,57295210,NGA
1972,3.457649752,22.7636455907274,58662603,NGA
1973,5.402664454,31.2677527833099,60110433,NGA
1974,12.67439318,39.7469904101204,61673559,NGA
1975,33.96418832,41.1703435111177,63373572,NGA
1976,24.3,42.1380987997791,65226229,NGA
1977,15.08783406,47.3952657436355,67215805,NGA
1978,21.70924574,43.3148420381106,69293550,NGA
1979,11.70973062,43.8784023117077,71391290,NGA
1980,9.97226199,48.5713142061442,73460724,NGA
1981,20.81282291,48.2933221525874,75482552,NGA
1982,7.697747247,37.748502346766,77472907,NGA
1983,23.21233155,27.0371723077926,79462277,NGA
1984,17.82053329,23.6088824577926,81497739,NGA
1985,7.435344828,25.9000636642834,83613300,NGA
1986,5.717151454,23.7167563185989,85818502,NGA
1987,11.29032258,41.6466622757531,88101628,NGA
1988,54.51122478,35.3119784876592,90450281,NGA
1989,50.46668812,60.3917611207212,92844353,NGA
1990,7.364400306,53.0302208554089,95269988,NGA
1991,13.0069731,64.8765987253501,97726323,NGA
1992,44.58884272,61.030973137221,100221563,NGA
1993,57.16525283,58.1098489102714,102761737,NGA
1994,57.03170891,42.3088699611156,105355783,NGA
1995,72.8355023,59.7678343345403,108011465,NGA
1996,29.26829268,57.6909942044299,110732904,NGA
1997,8.529874214,76.8599909596866,113522705,NGA
1998,9.996378124,66.1732450286882,116385750,NGA
1999,6.618373395,55.8463913888002,119327073,NGA
2000,6.933292156,71.3805311693022,122352009,NGA
2001,18.87364621,81.8128490876374,125463434,NGA
2002,12.8765792,63.3836371749845,128666710,NGA
2003,14.03178361,75.2189025047695,131972533,NGA
2004,14.99803382,48.4481306945747,135393616,NGA
2005,17.86349337,50.7483592498521,138939478,NGA
2006,8.239526517,64.6093139166599,142614094,NGA
2007,5.382223652,64.462908774422,146417024,NGA
2008,11.57798352,64.9729738131967,150347390,NGA
2009,11.53767275,61.8028542359846,154402181,NGA
2010,13.72020184,42.6513849036375,158578261,NGA
2011,10.84079259,52.7941049047871,162877076,NGA
2012,12.21700718,44.3801366480793,167297284,NGA
2013,8.475827285,31.0488599571614,171829303,NGA
2014,8.057382626,30.8851937165884,176460502,NGA
2015,9.017683791,21.3326518707854,181181744,NGA
2016,15.69685447,20.7225188807225,185989640,NGA
2017,,,190886311,NGA
1960,,49.8219860547277,1774699,NIC
1961,,47.9552224001924,1830400,NIC
1962,,55.3350806594471,1886562,NIC
1963,,59.0667989792181,1943590,NIC
1964,,59.3739521508727,2002119,NIC
1965,,61.7075975788343,2062630,NIC
1966,,61.2357794844316,2125240,NIC
1967,,61.5060207804349,2189882,NIC
1968,,57.0771661916884,2256782,NIC
1969,,51.5661388077806,2326139,NIC
1970,,55.9242870444614,2398096,NIC
1971,,54.8392693679507,2472656,NIC
1972,,64.9313138606419,2549774,NIC
1973,27.02,66.0130640464817,2629505,NIC
1974,13.32073689,71.682179151295,2711848,NIC
1975,7.52396832,64.9824869569316,2796746,NIC
1976,2.809006914,64.8367628665439,2884155,NIC
1977,11.3998565,69.5178284770884,2973806,NIC
1978,4.56024221,65.6589896817077,3065117,NIC
1979,48.18216971,70.1569429642538,3157355,NIC
1980,35.3012571,67.4971620249113,3249910,NIC
1981,23.87,64.1251625190137,3342669,NIC
1982,24.79212077,42.0340479047796,3435525,NIC
1983,31.07128995,49.3929234804352,3527939,NIC
1984,35.44206439,45.8938499865906,3619253,NIC
1985,219.4726437,36.5924611417996,3709091,NIC
1986,681.4216478,33.6079157745691,3796917,NIC
1987,911.9252332,25.5310493493207,3882943,NIC
1988,10205.02706,76.2510836867165,3968454,NIC
1989,4770.189527,97.7286839439197,4055265,NIC
1990,7485.492188,71.2908140830956,4144565,NIC
1991,2945.092957,74.327973742158,4236801,NIC
1992,23.67371639,70.5176260597947,4331277,NIC
1993,20.40065227,68.285966789153,4426580,NIC
1994,6.711705909,39.0812162921941,4520725,NIC
1995,10.93554167,44.0397944057464,4612228,NIC
1996,11.61887177,48.4828382973154,4700779,NIC
1997,9.224712296,58.0055306487605,4786640,NIC
1998,13.03844187,57.0137150680369,4869626,NIC
1999,11.21673626,62.5376445208417,4949660,NIC
2000,9.873,61.2984974600022,5026796,NIC
2001,5.986041863,57.9801315472268,5100750,NIC
2002,3.750174658,58.0912844080785,5171734,NIC
2003,5.302387732,62.1750658877514,5240879,NIC
2004,8.470210636,67.195316780004,5309703,NIC
2005,9.599099861,71.6457237072991,5379328,NIC
2006,9.140199668,87.309670832079,5450211,NIC
2007,11.12693474,93.025730229333,5522106,NIC
2008,19.82620313,96.7939847302055,5594506,NIC
2009,3.687001605,86.9936104453444,5666581,NIC
2010,5.454855462,100.364058423919,5737723,NIC
2011,8.082672658,111.827453935999,5807820,NIC
2012,7.193613575,115.177288474198,5877108,NIC
2013,7.135380793,110.984207880382,5945747,NIC
2014,6.035791868,106.698200190796,6013997,NIC
2015,3.999101824,99.4728626022206,6082035,NIC
2016,3.519937252,95.095130525147,6149928,NIC
2017,,96.6508837293879,6217581,NIC
1960,2.323943662,95.8875039749135,11486631,NLD
1961,1.307639367,93.063762262793,11638712,NLD
1962,2.286038164,91.4720077914338,11805689,NLD
1963,3.343184336,92.7452941601509,11965966,NLD
1964,5.790884719,91.2954842587883,12127120,NLD
1965,5.794897787,85.7964651995363,12294732,NLD
1966,5.79687001,84.208825838531,12456251,NLD
1967,3.486792452,81.3597140757436,12598201,NLD
1968,3.675612603,81.4302331657933,12729721,NLD
1969,7.428249859,84.629134512644,12877984,NLD
1970,3.67993714,86.8838597104108,13038526,NLD
1971,7.477579892,85.8073583005392,13194497,NLD
1972,7.791749912,83.1176288695223,13328593,NLD
1973,8.013519407,86.6041988145881,13439322,NLD
1974,9.609367114,96.5305483989652,13545056,NLD
1975,10.21272677,90.9131734451953,13666335,NLD
1976,9.057486631,93.2535224794988,13774037,NLD
1977,6.474103586,90.1319721732693,13856185,NLD
1978,4.08001727,86.8741629874677,13941700,NLD
1979,4.21045354,95.0292982464702,14038270,NLD
1980,6.541498043,100.336084375055,14149800,NLD
1981,6.737654898,105.413679614773,14247208,NLD
1982,5.886486065,105.046947584215,14312690,NLD
1983,2.764875027,105.357361206823,14367070,NLD
1984,3.307504663,111.113618401608,14424211,NLD
1985,2.229321481,115.071794694469,14491632,NLD
1986,0.190217392,97.6318050676264,14572278,NLD
1987,-0.699475393,96.1642263495258,14665037,NLD
1988,0.737945493,100.499777206114,14760094,NLD
1989,1.082160992,106.583150189927,14848907,NLD
1990,2.454088775,104.568224393955,14951510,NLD
1991,3.133333333,105.650252515183,15069798,NLD
1992,3.183581125,102.524165123584,15184166,NLD
1993,2.584181676,99.4528190257945,15290368,NLD
1994,2.801526718,103.483137227997,15382838,NLD
1995,1.923219722,108.37582720899,15459006,NLD
1996,2.016666667,109.128822984245,15530498,NLD
1997,2.176171185,114.882686095227,15610650,NLD
1998,1.985462309,113.344977717273,15707209,NLD
1999,2.193026177,115.136270062048,15812088,NLD
2000,2.316666342,126.451978636837,15925513,NLD
2001,4.162336858,120.986540688405,16046180,NLD
2002,3.286685765,114.710384812164,16148929,NLD
2003,2.112538768,112.654760189551,16225302,NLD
2004,1.238349793,119.148221453261,16281779,NLD
2005,1.674081313,124.553847168943,16319868,NLD
2006,1.16765306,129.825866867399,16346101,NLD
2007,1.614180118,131.721888859901,16381696,NLD
2008,2.486550321,134.658608211051,16445593,NLD
2009,1.189904616,118.98047090067,16530388,NLD
2010,1.275552568,135.545009437667,16615394,NLD
2011,2.341070178,146.173216638229,16693074,NLD
2012,2.455547653,154.270852062421,16754962,NLD
2013,2.506898527,153.324406968692,16804432,NLD
2014,0.97603508,154.288485206815,16865008,NLD
2015,0.600248147,156.296738492692,16939923,NLD
2016,0.316666667,153.888828007475,17030314,NLD
2017,,161.246535582568,17132854,NLD
1960,0.392670158,73.6057400061712,3581239,NOR
1961,2.451108213,72.083147297209,3609800,NOR
1962,5.268516162,69.2844294058066,3638918,NOR
1963,2.587040618,70.3765863650724,3666537,NOR
1964,5.679943437,71.689406119993,3694339,NOR
1965,4.259589653,71.7376610217011,3723168,NOR
1966,3.251336897,72.4608713673712,3753012,NOR
1967,4.433395484,74.7013495442254,3784539,NOR
1968,3.471533426,73.4764859382738,3816486,NOR
1969,3.067484662,71.9131933498171,3847707,NOR
1970,10.56547619,73.5758767617175,3875763,NOR
1971,6.258411844,72.0856779109206,3903039,NOR
1972,7.219759341,69.1462198982179,3933004,NOR
1973,7.442409924,75.1993411735731,3960612,NOR
1974,9.41451347,82.396478231668,3985258,NOR
1975,11.70707198,77.9870700440503,4007313,NOR
1976,9.175756213,80.2986961997563,4026152,NOR
1977,9.043155835,77.6718800912349,4043205,NOR
1978,8.151506564,71.6041789673949,4058671,NOR
1979,4.759825328,76.1765656881,4072517,NOR
1980,10.89620675,79.4840375896619,4085620,NOR
1981,13.63704706,78.3602227865857,4099702,NOR
1982,11.3720561,76.8540159525135,4114787,NOR
1983,8.411048411,74.7485305466166,4128432,NOR
1984,6.279107994,75.7762307349068,4140099,NOR
1985,5.665824612,76.7411922432708,4152516,NOR
1986,7.18676815,70.5590010877915,4167354,NOR
1987,8.725931995,65.733569600315,4186905,NOR
1988,6.698484468,65.5076767396896,4209488,NOR
1989,4.555442204,71.1639983912734,4226901,NOR
1990,4.113033362,72.5895500493425,4241473,NOR
1991,3.420682695,70.6760141604659,4261732,NOR
1992,2.342116269,67.6676591730589,4286401,NOR
1993,2.271488898,68.0489829319617,4311991,NOR
1994,1.398554827,68.7284269701742,4336613,NOR
1995,2.456405373,68.3265083208393,4359184,NOR
1996,1.258694189,71.1215115435635,4381336,NOR
1997,2.580741144,73.0635647721418,4405157,NOR
1998,2.2556855,72.0219018012504,4431464,NOR
1999,2.333138905,70.0079244624125,4461913,NOR
2000,3.08606791,74.6217552255277,4490967,NOR
2001,3.017377567,73.2663933247475,4513751,NOR
2002,1.28814599,67.6470230056641,4538159,NOR
2003,2.475397426,66.583683880038,4564855,NOR
2004,0.46539115,69.0489965942398,4591910,NOR
2005,1.522058824,70.8507839846511,4623291,NOR
2006,2.332150359,72.3886748232303,4660677,NOR
2007,0.728997098,73.1576766909426,4709153,NOR
2008,3.766160764,74.8400705763209,4768212,NOR
2009,2.166847237,66.979859312158,4828726,NOR
2010,2.399257688,68.1900916013523,4889252,NOR
2011,1.300970874,69.5968352019401,4953088,NOR
2012,0.709219858,68.1161138957597,5018573,NOR
2013,2.131709174,67.4932004584509,5079623,NOR
2014,2.025096285,68.5661486049516,5137232,NOR
2015,2.17364832,69.8096542912451,5190239,NOR
2016,3.55,67.4098308904111,5234519,NOR
2017,,68.5243277897427,5282223,NOR
1960,,,10063011,NPL
1961,,,10221759,NPL
1962,,,10384204,NPL
1963,,,10552267,NPL
1964,,,10728197,NPL
1965,8.471869328,21.688683000512,10913724,NPL
1966,14.38897069,14.4015048660731,11109884,NPL
1967,-2.808331383,13.8269678281065,11316826,NPL
1968,1.179869974,14.3454617497432,11534264,NPL
1969,4.057591623,17.2323107981504,11761473,NPL
1970,15.23727845,13.2071167883212,11997929,NPL
1971,-1.999503845,14.5334520235645,12243768,NPL
1972,8.389023896,13.5789366928754,12499429,NPL
1973,11.42977253,16.9826455218118,12764957,NPL
